Gol,Başarılı Top Sürme,Başarılı Top Sürme %,Toplam Şut,İsabetli Şut,Yaratılan Büyük Şans,İsabetli Pas,İsabetli Pas %,Kilit Pas,İsabetli Orta,İsabetli Uzun Top,Top Çalma,Pas Arası,Zeminde Kazanılan İkili Mücadele,Kazanılan Hava Topu Mücadelesi,Kazanılan Toplam İkili Mücadele %,Kendisine Yapılan Faul,player.name,player.slug,team.name,team.shortName
0.05,0.09,50.0,0.27,0.14,0.0,34.94,84.23,0.55,0.0,1.74,2.15,1.33,2.74,1.01,40.8,0.5,Modestas Vorobjovas,modestas-vorobjovas,,İstanbulspor
0.05,0.55,57.14,1.97,0.46,0.14,24.59,78.89,1.23,0.87,1.28,1.28,0.55,2.74,0.78,44.51,0.91,Alexandru Cicâldău,alexandru-cicaldau,,Konyaspor
0.04,0.64,60.0,1.45,0.34,0.13,38.39,82.84,0.77,0.17,2.3,3.02,0.68,5.19,1.19,59.52,1.53,Muammer Sarıkaya,muammer-sarikaya,,Çaykur Rizespor
0.04,0.63,65.22,0.59,0.17,0.04,47.7,85.21,0.63,0.08,5.06,2.88,1.59,5.31,1.5,60.37,1.84,Berat Ayberk Özdemir,berat-ayberk-ozdemir,,Trabzonspor
0.04,1.11,43.48,2.37,0.63,0.55,24.48,80.83,2.37,1.77,1.0,1.44,0.44,3.81,1.11,45.08,1.33,Miguel Cardoso,miguel-cardoso,,Kayserispor
0.03,1.01,74.36,0.66,0.14,0.07,39.58,88.51,0.24,0.03,1.94,1.49,0.45,3.85,0.9,54.58,1.42,Batista Mendy,batista-mendy,,Trabzonspor
0.03,0.94,71.79,0.81,0.2,0.13,36.78,89.42,0.64,0.07,1.01,1.15,0.61,2.8,0.61,48.79,0.71,Berkay Özcan,berkay-ozcan,,Başakşehir FK
0.03,0.22,43.75,0.96,0.13,0.13,56.43,89.46,0.8,0.1,3.48,2.53,1.31,4.38,0.8,52.77,1.69,Lucas Torreira,lucas-torreira,,Galatasaray
0.03,0.51,76.19,0.8,0.22,0.1,44.51,89.09,0.54,0.1,1.82,2.14,2.17,3.7,2.2,60.26,1.12,Richard Cândido,richard-candido,,Alanyaspor
0.0,1.13,76.32,1.01,0.16,0.08,50.72,85.26,1.13,0.23,2.41,2.83,1.71,5.2,2.25,55.49,1.24,İsmail Yüksek,ismail-yuksek,,Fenerbahçe
0.0,1.93,72.41,0.18,0.0,0.18,42.75,91.9,1.01,0.0,2.67,3.13,0.83,6.25,0.74,56.72,1.29,Maestro,maestro,,Adana Demirspor
0.0,0.54,66.67,0.2,0.07,0.4,55.64,87.17,1.48,1.21,4.56,1.28,0.94,2.89,1.21,53.98,1.07,Amir Hadžiahmetović,amir-hadziahmetovic,,Beşiktaş
0.0,1.38,59.52,2.05,0.77,0.44,31.0,81.99,2.71,2.05,2.05,0.94,0.39,4.1,0.55,45.41,1.77,Ramzi Safuri,ramzi-safuri,,Antalyaspor
0.0,0.79,55.56,0.63,0.16,0.0,41.04,83.82,0.79,0.16,2.54,3.01,3.33,6.18,1.27,55.29,2.38,Miguel Crespo,miguel-crespo,,Fenerbahçe
0.0,1.11,43.33,0.6,0.0,0.17,29.06,83.91,1.63,0.6,0.26,2.14,0.77,4.11,1.11,47.29,0.94,Abdülkadir Ömür,abdulkadir-omur,,Trabzonspor
0.0,1.46,76.92,0.44,0.2,0.15,35.95,85.6,1.07,0.24,2.2,2.1,0.93,4.34,0.59,55.49,0.78,Arnaud Lusamba,arnaud-lusamba,Pendikspor,
0.0,1.56,58.54,1.75,0.71,0.26,20.75,75.47,1.56,0.97,2.33,1.1,0.26,5.51,0.45,51.11,2.92,Emrah Başsan,emrah-bassan,Sivasspor,
0.0,1.77,58.33,2.78,1.77,0.25,18.71,64.91,2.02,1.26,2.02,4.8,1.77,9.1,2.02,54.32,2.78,Muhammed Gümüşkaya,muhammed-gumuskaya,Yılport Samsunspor,
0.0,0.46,80.0,1.39,0.35,0.0,40.44,85.37,1.04,0.0,1.73,1.73,0.69,3.47,2.77,57.45,1.39,Rade Krunić,rade-krunic,Fenerbahçe,
0.0,1.04,57.78,0.72,0.16,0.08,28.68,80.11,1.08,0.4,2.04,2.56,0.28,6.0,0.44,58.97,2.44,Charis Charisis,charis-charisis,Sivasspor,
0.0,1.34,50.0,1.54,0.47,0.2,20.73,79.28,2.27,1.4,1.07,3.61,0.67,6.69,0.67,55.56,1.74,Gustavo Sauer,gustavo-sauer,Çaykur Rizespor,
0.0,0.21,62.5,0.75,0.04,0.21,51.86,87.26,0.71,0.37,3.24,1.21,0.54,2.58,1.16,49.72,1.16,Jakub Kałuziński,jakub-kaluzinski,Antalyaspor,
0.0,1.28,50.0,1.03,0.51,0.26,27.95,80.74,1.41,0.9,1.41,3.21,1.67,6.03,0.0,48.96,1.54,Jamiro Monteiro,monteiro-jamiro,Gaziantep FK,
0.0,1.22,63.64,0.75,0.23,0.0,35.91,89.21,0.87,0.06,0.87,1.91,0.87,5.68,0.69,56.12,2.55,Édouard Michut,edouard-michut,Adana Demirspor,
0.0,0.71,36.11,0.71,0.22,0.05,32.65,81.87,1.59,0.33,2.3,1.31,0.55,4.38,0.71,49.21,2.36,Flavien Tait,flavien-tait,Yılport Samsunspor,
0.0,0.23,28.57,1.19,0.45,0.0,36.25,85.11,0.57,0.17,2.1,1.25,1.47,2.61,2.66,52.25,1.13,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,Beşiktaş,
0.0,0.68,66.67,0.27,0.14,0.07,32.12,86.18,0.41,0.0,3.52,2.98,2.1,4.61,1.36,48.35,0.95,Yunus Konak,yunus-konak,Sivasspor,
0.0,0.44,68.75,0.76,0.04,0.04,48.18,84.06,0.81,0.56,4.63,1.85,1.69,3.02,0.32,45.11,0.72,Kartal Kayra Yılmaz,kartal-kayra-yilmaz,Kayserispor,
0.0,1.79,53.66,3.01,1.14,0.41,31.82,81.63,2.2,0.57,0.98,0.81,0.41,3.99,0.65,41.01,1.46,Tetê,tete,Galatasaray,
0.0,0.47,33.33,0.35,0.23,0.23,51.46,83.75,1.29,0.35,2.82,2.11,1.06,4.23,0.12,52.86,1.64,Andrea Bertolacci,andrea-bertolacci,Fatih Karagümrük,
0.0,1.29,79.17,0.88,0.2,0.0,25.6,80.08,0.74,0.0,1.49,3.12,1.83,6.3,1.35,54.85,1.96,Erdal Rakip,erdal-rakip,Antalyaspor,
0.0,1.81,40.0,2.49,0.45,0.23,18.82,69.46,0.79,0.57,0.57,2.61,1.02,5.89,2.49,51.39,1.47,Oğulcan Çağlayan,ogulcan-caglayan,Kasımpaşa,
0.0,0.8,100.0,1.28,0.32,0.0,28.4,82.79,0.32,0.0,2.71,3.35,1.44,5.11,1.91,54.32,0.96,Hakan Arslan,hakan-arslan,Sivasspor,
0.0,1.3,46.15,1.09,0.43,0.43,32.39,83.71,2.39,0.43,0.87,0.0,0.22,2.17,0.43,32.43,0.87,Rui Pedro,rui-pedro,Hatayspor,
0.0,0.18,33.33,1.66,0.0,0.18,47.48,88.36,1.66,0.18,2.02,1.84,0.74,2.76,0.74,46.34,0.74,Miha Zajc,miha-zajc,Fenerbahçe,
0.0,0.12,50.0,0.6,0.0,0.0,43.33,86.26,0.48,0.12,2.62,2.62,2.14,3.21,1.55,53.33,0.48,Onur Ergün,onur-ergun,,Başakşehir FK
0.0,0.25,30.0,0.33,0.0,0.0,41.26,88.07,0.25,0.0,2.05,2.38,1.56,3.62,1.23,51.3,1.15,Dimitrios Kourbelis,dimitrios-kourbelis,,Fatih Karagümrük
0.0,0.79,41.67,0.79,0.32,0.0,56.83,91.09,1.43,0.0,1.9,2.86,1.43,4.44,3.02,51.09,0.79,Demir Ege Tıknaz,demir-ege-tiknaz,,Beşiktaş
0.0,0.34,40.74,1.01,0.21,0.03,31.91,81.96,0.18,0.06,2.44,1.37,1.13,3.12,0.79,48.85,1.47,Soner Dikmen,soner-dikmen,,Konyaspor
0.0,0.85,50.0,0.85,0.0,0.0,31.0,85.83,0.85,0.0,1.14,1.71,1.28,3.7,1.28,47.3,1.14,Andrej Đokanović,andrej-dokanovic,,MKE Ankaragücü
0.0,1.91,50.0,0.96,0.48,0.21,23.44,75.72,0.96,0.48,0.96,2.94,0.68,6.01,0.27,46.46,1.16,Ömer Faruk Beyaz,omer-faruk-beyaz,,Hatayspor
0.0,0.0,0.0,0.66,0.22,0.0,34.28,80.73,0.66,0.0,1.77,2.43,1.33,3.54,1.99,60.98,1.11,Souza,souza,,Başakşehir FK
0.0,0.62,31.58,0.82,0.36,0.31,30.65,79.05,1.29,0.82,1.75,1.39,0.62,3.24,0.41,40.57,1.29,Ramazan Civelek,ramazan-civelek,,Kayserispor
0.0,0.92,41.67,1.29,0.18,0.0,44.36,88.93,1.47,0.0,0.18,2.39,1.66,5.89,1.66,53.25,2.58,Tanguy Ndombélé,tanguy-ndombele,,Galatasaray
0.0,0.75,58.33,0.7,0.05,0.05,36.58,83.54,0.81,0.16,3.5,1.67,0.65,3.66,0.7,47.09,1.29,İbrahim Akdağ,ibrahim-akdag,,Sivasspor
0.0,1.01,100.0,0.0,0.0,0.5,43.74,82.86,1.51,0.0,1.51,2.01,4.53,6.54,1.51,50.0,3.52,Cem Türkmen,cem-turkmen,,MKE Ankaragücü
0.0,1.06,90.91,0.32,0.0,0.11,37.59,87.65,0.21,0.0,2.22,2.44,1.06,4.13,0.74,45.1,0.74,Yaw Ackah,yaw-ackah,,Kayserispor
0.0,0.29,100.0,0.71,0.14,0.14,41.29,84.26,0.71,1.0,4.86,1.14,0.71,1.86,0.57,36.17,0.43,Bartuğ Elmaz,bartug-elmaz,,Sivasspor
0.0,0.51,60.0,0.0,0.0,0.0,24.75,78.92,0.34,0.0,1.53,2.54,1.69,3.73,1.53,60.78,0.85,Dorukhan Toköz,dorukhan-tokoz,,Adana Demirspor
0.0,1.89,50.0,1.08,0.45,0.0,21.31,79.8,0.72,0.18,1.08,1.35,0.72,4.23,1.17,51.28,1.08,Burak Kapacak,burak-kapacak,,Sivasspor
0.0,0.68,72.73,0.68,0.26,0.0,46.32,86.72,1.2,0.0,1.88,1.2,0.77,2.82,1.2,42.73,0.94,Otabek Shukurov,otabek-shukurov,,Kayserispor
0.0,0.55,50.0,0.92,0.37,0.0,36.84,85.17,0.73,0.0,1.28,2.57,0.92,4.95,0.55,57.69,1.83,Abdulkadir Parmak,abdulkadir-parmak,,Hatayspor
0.0,1.28,60.0,1.28,0.43,0.0,17.26,75.63,0.29,0.14,0.57,1.85,1.28,4.28,2.14,51.72,1.14,Azizbek Turgunboev,azizbek-turgunboev,,Sivasspor
0.0,0.36,41.67,0.64,0.21,0.07,35.66,81.17,0.64,0.07,2.0,1.43,0.93,2.92,0.86,46.09,1.14,Giorgi Aburjania,giorgi-aburjania,,Hatayspor
0.0,1.27,41.67,1.27,0.25,0.25,21.86,75.44,1.27,0.25,0.51,0.51,0.76,3.05,1.02,42.11,1.27,Arbër Zeneli,arber-zeneli,,Adana Demirspor
